date,id,tweet
2022-05-30 16:34:43+00:00,1531313163907788802,"Satuan Kerja diuji kelayakan secara langsung melalui metode tatap muka oleh Tim Penilai Internal (TPI) Inspektorat Jenderal, Senin (30/05). https://t.co/xHHOKqnM9T"
2022-05-30 15:59:02+00:00,1531304186021031937,"@TMCS1976 @Sragen_Deavorio @SfSukoharjo1976 @swekeeboys1976 @csbbxpss1976 @ESVAVETOxPSS @ncsxpss1976 Langsung takon wae bwang , 
Hallooo @BCSxPSS_1976 niki rencang rencang badhe tanglet , forum e virtual nopo tatap muka ?"
2022-05-30 15:58:59+00:00,1531304171407740929,@bielljlk @NCTDreamINA TATAP MUKA COYY
2022-05-30 15:57:12+00:00,1531303724920221696,@convomf lebih suka online school atau belajar tatap muka?
2022-05-30 15:57:08+00:00,1531303705236348928,"yaallah kapan yak kuliah tatap muka, cape bgt ke skip mulu😭😭😭😭"
2022-05-30 15:57:06+00:00,1531303699829911554,Berani d twiter .. tatap muka vc gha berani..cwe d twiter modusan bnyaq..nyamar jd cwe tap akun twiter cwok
2022-05-30 15:50:39+00:00,1531302075514032130,"@SfSukoharjo1976 @fsaxpss1976_ @swekeeboys1976 @csbbxpss1976 @ESVAVETOxPSS @ncsxpss1976 forum iki virtual opo tatap muka lurkuh ??, masih menjadi tanya tanya 🤔"
2022-05-30 15:41:35+00:00,1531299792051384320,"@fsaxpss1976_ @SfSukoharjo1976 @swekeeboys1976 @csbbxpss1976 @ESVAVETOxPSS @ncsxpss1976 sik, virtual opo tatap muka yaa ? 🤔"
2022-05-30 15:26:58+00:00,1531296114950885376,"YEAY EPISODE 3 BORNEO BEKESAH SUDAH BISA KAMU TONTON LHO SOB✨

Yup, Alif &amp; Tracy bakal sharing mengenai sekolah online🧑🏻‍💻dan gimana perbandingannya dengan sekolah tatap muka🧑🏻‍🏫. Pasti ini relate banget sama kalian.😌

Nonton di sini ya Sob 👉🏻 https://t.co/DWF3OUnGyX 

#IndiHome"
2022-05-30 15:25:06+00:00,1531295644539035650,"Permisi braw! Saya maba nih, mau tanya2 terkait ketentuan atribut kuliah tatap muka apa aja? Makasih!"
2022-05-30 15:20:05+00:00,1531294382757842950,waw udah mulai fs tatap muka https://t.co/E9J9HLfcBE
2022-05-30 15:19:42+00:00,1531294285521223680,"Siap kah sekolahmu terapkan sistem hybrid learning? 
Pastinya harus siap dong! 😎

Metode pembelajaran sistem daring yang dikombinasikan dengan pertemuan tatap muka 👩🏻‍🏫. Wah, sekolah perlu mempersiapkan sistem yang lebih efektif nih. Tenang! Solusinya pakai https://t.co/EzKdh6LgR6 https://t.co/gxeu2FFWUI"
2022-05-30 15:00:00+00:00,1531289328877350912,"Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/tDe9Z1vjGV Puan Peduli Wong Cilik"
2022-05-30 14:56:15+00:00,1531288384014266368,@benevcIance bahasanya tatap muka ini zico dosen kah
2022-05-30 14:53:21+00:00,1531287653324587009,"@A_ZeeJKT48  thx , tapi emg aku susah banget sih ngomong kalo tatap muka gini.. Intinya aku terharu dan makasih banget buat semua kerja keras kamu yak 🙏🙏🙏,, dahlah.. Ntar aku sempetin nulis fanletter yak..  Aku mau ngopi dulu"
2022-05-30 14:53:05+00:00,1531287589013008384,"Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/pSbwzCJGNW Puan Peduli Wong Cilik"
2022-05-30 14:49:28+00:00,1531286679491080192,"@Dealovakikin_ Bussyeeeeeeett dah tuh lelaki,
Braninya omong dibelakang punggung cewe.
harusnya terus terang aja tatap muka bilang :
aku suka kamu,
aku cinta kamu,
Aku ingin nikahi kamu,
bla ... bla .... bla .."
2022-05-30 14:47:13+00:00,1531286110475030529,"Pembelajaran tatap muka secara penuh sudah mulai bisa dilaksanakan setelah dua tahun terhambat akibat pandemi COVID-19. Kondisi ini membutuhkan inovasi bagi para guru untuk bisa kembali membangkitkan semangat anak-anak untuk mengikuti sekolah.

https://t.co/mRKbmFcWI4"
2022-05-30 14:45:33+00:00,1531285693594767360,"YUHUUUUU EPISODE 3 SUDAH BISA KAMU TONTON LHO SOB✨

Yup, Alif &amp; Tracy bakal sharing mengenai sekolah online🧑🏻‍💻dan gimana perbandingannya dengan sekolah tatap muka🧑🏻‍🏫. Pasti ini relate banget sama kalian.😌

Nonton di sini ya Sob 👉🏻 https://t.co/razVmbMB1Z 

#IndiHome"
2022-05-30 14:20:43+00:00,1531279441355505664,"Saatnya jadi praktisi hukum berkualitas dan berintegritas tinggi!

Jentera menyelenggarakan perkuliahan Blended Learning yang menggabungkan perkuliahan e-learning dan tatap muka. 

Dapatkan diskon biaya masuk hingga 20%!

Daftar di https://t.co/sZfsROyoxh https://t.co/zUiFmRnXjV"
2022-05-30 14:08:33+00:00,1531276379307659264,Apah ini Kpop kembali ke era sebelum C word deh 😭 pensa tatap muka gk tuh 😭🫰🏻
2022-05-30 14:03:35+00:00,1531275131082772481,"Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/pWsw1mLqsX Puan Peduli Wong Cilik"
2022-05-30 14:03:11+00:00,1531275028066578433,"@kimvithv /balas peluk mamas erat/

ishhh muka adekkk udah kaya tomat ihhh mas diem dulu cobaa. adek yang makasih sama mamas udah percayain hatinya buat adek jaga. Aamiin bahagia selalu bersama, kalau lagi ga bahagia harus saling nguatin biar bahagia lagi yaa 

/tatap mas serius/"
2022-05-30 14:01:19+00:00,1531274559345037313,@richiefucktory Be on track of manner ajasi yaa.. kenal di medsos blm tentu kenal penuh di real life Jadi yaa budayain semisal first real meet entah by video atau tatap muka.. ya memperkenalin diri ulang gt
2022-05-30 13:38:59+00:00,1531268941414182913,@skywiar Pas corona dtng ke indo uda jarng bgt masuk sekolah/hampir ngk pernah kesekolah (tatap muka) dan semua terasa bosen boring karna emg jarng bgt keluar rmh akhirnya inget dulu ada tmn yg suka nct dream dan aku kepo' lihat vidio nya di YouTube akhirnya tertarik sama konten mereka💚
2022-05-30 13:25:10+00:00,1531265461458833408,"Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/zU8OFdoifM Puan Peduli Wong Cilik"
2022-05-30 13:18:13+00:00,1531263714481274880,"Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/9oZotIx6Vs Puan Peduli Wong Cilik"
2022-05-30 13:18:09+00:00,1531263698832019457,"Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/2Trmc9dv38 Puan PM"
2022-05-30 13:17:33+00:00,1531263546226450432,"namgi au:

untuk yoongi, jadi housemaid di rumah super mewah dengan gaji besar itu pekerjaan yang perfect. meski yoongi sendiri belum pernah sekalipun tatap muka sama si pemilik rumah. https://t.co/AmDSGrAGLg"
2022-05-30 13:02:45+00:00,1531259821659332608,"@sagurubby Soalnya dia pernah tatap muka sama Akai, mana sempet bicara pas di NYC. Kalo Vermouth, dia gak sempet liat wajahnya soalnya fokusnya ke Haibara. Jadi cuma hapal suaranya ajaa (lanjut dibawah)"
2022-05-30 12:57:35+00:00,1531258519583764480,"Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/ywUmy4SHDa Puan PM"
2022-05-30 12:51:56+00:00,1531257097891217408,"(((Sing penting itu apa yg bisa kita pahami dan diskusikan)))

Kayaknya Mas/Mbak Jo lupa kalo bookstagram juga bisa jadi ruang untuk membuka diskusi bacaan. Apakah definisi ‘diskusi’ menurut Mas/Mbak Jo terpaku pada diskusi konvensional tatap muka aja? 🧐 https://t.co/XjiAiU0wKx"
2022-05-30 12:50:51+00:00,1531256826024833024,"Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/kydMRJW5GD Puan Peduli Wong Cilik"
2022-05-30 12:49:44+00:00,1531256544779976704,"Di Tawarin kerjaan ambil ga ya? Tapi fulltime dan kampus udah mulai tatap muka, bisa sih diakalin https://t.co/nj2Mr9s2Wn"
2022-05-30 12:40:05+00:00,1531254116365660161,mau nanya karena aku dah gak punya teori dan tinggal skripsi btw kuliah di /UNY masih online kah atau udah full tatap muka? Tia🙏🏼
2022-05-30 12:31:58+00:00,1531252076373630976,"@ncitybase_ iyaa nder fansign kayak dulu2 sebelum ada cororong, fansign tatap muka scr langsung gak via layar hp lagi"
2022-05-30 12:30:07+00:00,1531251608629104640,@ncitybase_ iyahhh nderr offline tatap muka
2022-05-30 12:28:50+00:00,1531251287097896961,"Konseling kejiwaan bersama psikolog profesional offline/tatap muka di Bali? Bisa banget! 

More information/registration:
https://t.co/VDCvwanSLV https://t.co/miGOFYZqx4"
2022-05-30 11:57:12+00:00,1531243326094987265,Bantul tengah melaksanakan pembelajaran tatap muka terbatas 100 persen. https://t.co/xQ2fTS9w9s
2022-05-30 11:53:54+00:00,1531242494297796608,Sudah tau mental saya mental yupi wkwk besok berhadapan tatap muka sama dosen killer :”
2022-05-30 11:52:57+00:00,1531242255263993856,"pengen:( sumpah gue sekolah tatap muka cuma setahun setengah anjg, sumpah kurang!!! https://t.co/kCgXBKPxIS"
2022-05-30 11:51:08+00:00,1531241798026244097,"uas pkn tatap muka nana mulai mencium bau apa?? yak benar, bau putus asa"
2022-05-30 11:48:05+00:00,1531241032956149760,@jeyyaputri Butuh temen tatap muka je :((
2022-05-30 11:46:25+00:00,1531240610035732486,"Hei tenaang! Zen punya program anti panik buat lo yang mau hadepin PAT tatap muka.

Bakal ada prediksi soal dan materi yang Zen pilihin biar lo gak bingung pas belajar. Ada TO GRATIS, latihan soal rutin + pembahasan, dan tentunya ZenBot yang bisa lo tanya kapan aja di mana aja!🤩 https://t.co/BVUSLbXKCc"
2022-05-30 11:38:04+00:00,1531238510526550016,@naoyierei @hello HARI INI AKU ABIS KONSER DI LA! SENENG BANGET BISA KONSER TATAP MUKA
2022-05-30 11:36:58+00:00,1531238233241096193,@marliiyyy kirain udah tatap muka di kelas
2022-05-30 11:36:45+00:00,1531238179004882945,"Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/mCgQaccyHQ Puan Peduli Wong Cilik"
2022-05-30 11:29:34+00:00,1531236371956105216,Capek bgt tatap muka kuliah yg duduk doang plis dari jam set 8 sampe jam 4 trs baru pulang jam segini. YaAllah aku tu semester akhir pliss ada ajaa sii kejaanya
2022-05-30 11:26:25+00:00,1531235578405998592,"Selain bisa diakses melalui media online yang telah disediakan, masyarakat juga dapat melakukan konsultasi dan informasi secara tatap muka di sekolah-sekolah yang melaksanakan PPDB.

Ema Sumarna
@disdik_bandung 

#BandungJuara #BandungLawanCovid19 #KitaYakinBisa https://t.co/WPQjPlsXz5"
2022-05-30 11:25:56+00:00,1531235458109214721,asik bgt ya udh mulai fansign tatap muka langsung
2022-05-30 11:16:59+00:00,1531233205788872704,"@ssunhae Refal Hady secakep itu. 😭
Aku yg nonton lewat layar laptop aja kesengsem, nah Susan sehari2 tatap muka sama lawan main kyk Refal Hady, Jefri Nichol, dll malah ngebucinnya ke seorang Fajar Lambe Alfian itu awalnya bikin aku heran. Mana dia harus mau LDR loh."
2022-05-30 11:13:16+00:00,1531232270983438336,"Kuliah sudah tatap muka ya guys! info daftar kuliah lewat WA 0853-2825-4582
#stiesia #surabaya #mahasiswabaru https://t.co/InJ8pyt9yy"
2022-05-30 11:06:11+00:00,1531230486516813825,"@axelaxiata Kalo kata temen aku, tatap sambil senyum sebentar trus buang muka, lakuin berkali² klo dia masih ngelihatin nahhhh.."
2022-05-30 11:05:33+00:00,1531230325925236736,Ulangan nnti tatap muka yaallah ketar ketik banget 😭😭💔
2022-05-30 10:49:48+00:00,1531226362362490880,"Ngeselin banget fakultas w blom tatap muka, sedangkan temen di kosan udh pada tatap muka semua kecuali guaaaa😭😭 
Pengen balek ke rumah tapi sayang kosan udh dibayar ☹️"
2022-05-30 10:41:44+00:00,1531224334055837696,kpd klian smua yg akan bertemu dream scr tatap muka https://t.co/ssyhLZw7Ee https://t.co/Nfzm23HYcu
2022-05-30 10:38:33+00:00,1531223532684050433,Waaa udah bisa tatap muka 👍🏻 https://t.co/0XaxQExiWr
2022-05-30 10:32:34+00:00,1531222026442010624,"Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/evDmFgAOln Kader PDIP Bersama Puan"
2022-05-30 10:23:18+00:00,1531219693666967552,"@my0onlight Untuk penegakkan diagnosa, disarankan untuk mendatangi secara langsung/tatap muka psikolog terdekat ya 💜✨"
2022-05-30 09:49:23+00:00,1531211159021289472,"Halo Mahasiswa Kampus Biru!
.
Diinformasikan kepada seluruh Mahasiswa/i Fakultas Ekonomi &amp; Bisnis Universitas Mataram bahwa mulai Semester Gasal tahun akademik 2022/2023 perkuliahan akan dilaksanakan sepenuhnya secara Offline/Tatap Muka.
.
Jangan lupa persiapkan diri kalian ya!😉 https://t.co/FYD8luxz1m"
2022-05-30 09:47:42+00:00,1531210735941931008,"@kjwnaa YANG INI LEBIH, BISA DEKET TATAP MUKA LANGSUNG SAMA DREAM HUAAA"
2022-05-30 09:41:09+00:00,1531209084984098816,@LeeOshe @SMTOWNandSTORE @welkombekkk WAAAAA UDH BISA TATAP MUKA YAAA BUKAN ONLINE LAGIII
2022-05-30 09:36:55+00:00,1531208021921366016,"@nct_menfess Huaaaa kepengen bngt 😭😭😭 ini asli kan, asli ga boong pengen bngt bisa ikut fan sign tatap muka gini 😭😭😭"
2022-05-30 09:32:30+00:00,1531206908384002048,"Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/MpdZvEwxta Puan Peduli Wong Cilik"
2022-05-30 09:31:45+00:00,1531206720730857473,"KPP Pratama Lubuk Pakam membuka layanan helpdesk secara tatap muka untuk memudahkan #KawanPajak yang membutuhkan konsultasi terkait PPS.

#KawanPajak juga dapat menghubungi nomor WhatsApp Center @pajaklubukpakam apabila mempunyai pertanyaan terkait PPS

@ditjenpajakri https://t.co/V0EUqx6gtP"
2022-05-30 09:30:33+00:00,1531206420170829825,"seneng bgt dream bisa ktmu tatap muka sama sijeuni, tpi hati ini iri sekaliii hshshshsh😭😭🙏🏻"
2022-05-30 09:29:27+00:00,1531206142734774273,"Selamat Mudik! 

Pelayanan kantor pajak secara tatap muka sebelum hari raya berakhir hari ini. 

Namun, #KawanPajak jangan khawatir, pelayanan non-tatap muka di kantor pajak dan live chat akan tetap hadir pada tanggal 29-30 April 2022.

Hati-hati di jalan. ❤️ https://t.co/GToDCzTdMO"
2022-05-30 09:27:00+00:00,1531205524313677824,"FAN-SIGN AJA UDAH TATAP MUKA, KAMPUS MU KAPAN?"
2022-05-30 09:26:08+00:00,1531205309628555264,YAALLAHHH TATAP MUKA LANGSUNG OFFLINE https://t.co/ephwR3ozcL
2022-05-30 09:25:26+00:00,1531205132548833286,"Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/4fTdzDgalv Puan Peduli Wong Cilik"
2022-05-30 09:21:16+00:00,1531204082697793537,"Skrng fs tatap muka siap"" duit kfans makin miskin semangat"
2022-05-30 09:19:28+00:00,1531203628593057792,SERU BGT UDH TATAP MUKA HUHUHU https://t.co/dbQi3m5gHu
2022-05-30 09:15:50+00:00,1531202714306510848,"Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/9kvYt0ndsk Puan Peduli Wong Cilik"
2022-05-30 09:09:23+00:00,1531201093312856064,"Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/YXM21hJ9iE Puan Peduli Wong Cilik"
2022-05-30 09:08:17+00:00,1531200814047301633,PTN-PTS di Surabaya Sudah Siap Perkuliahan Tatap Muka 100 Persen https://t.co/13NHTfStna
2022-05-30 09:07:35+00:00,1531200640604467200,Ada 30 kasus baru Covid-19 dari hasil screening pembelajaran tatap muka di Bantul https://t.co/qDnZqhclsU
2022-05-30 09:03:05+00:00,1531199506993541121,"Pekanbaru Terapkan Sekolah Tatap Muka 100 persen, Begini Respon Komisi III

https://t.co/ejmXcPpUEE"
2022-05-30 08:58:06+00:00,1531198253999435777,ALHAMDULILLAH setelah ke-pending dua tahun. AKHIRNYA YA reload fansign tatap muka😭😭😭😭😭😭😭😭
2022-05-30 08:55:44+00:00,1531197658408566784,PTN-PTS di Surabaya Sudah Siap Perkuliahan Tatap Muka 100 Persen https://t.co/tvhN0LCr6F
2022-05-30 08:54:56+00:00,1531197455693324289,"@EdiMahaMG Pindahin sekolah si Sulung dari SD inpres gak jelas ke SD swasta yg agak waras Da 😁

Setaun ini dapet jobs tambahan selain jadi kepala keluarga, jadi guru juga buat bocah.

PR hampir tiap hari tapi tatap muka cuma seminggu 2x yg masing2 sejam.

Alamat bocah jadi T.A. Edison 😂"
2022-05-30 08:42:28+00:00,1531194320220327936,"Perpustakaan UMSU (Universitas Muhammadiyah Sumatera Utara) telah dibuka kembali dikarenakan pembelajaran berlangsung secara tatap muka. Sabtu, (29/05/2022). Baca selengkpanya di https://t.co/h6kRK5fREe https://t.co/jXYt51GPhX"
2022-05-30 08:33:04+00:00,1531191953291116544,"Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/9oSIWGrdWG Puan Peduli Wong Cilik"
2022-05-30 08:28:00+00:00,1531190677547384832,"Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/y1lgy7zeg7 Puan Peduli Wong Cilik"
2022-05-30 08:14:34+00:00,1531187299018371074,"Untung ada medsoso ya bs jutekin langsung tanpa tatap muka offline

Jutek online https://t.co/BPqW3lIp9q"
2022-05-30 08:09:45+00:00,1531186085925367808,"Kalo memang layanan tatap muka itu tidak berguna, ngapain ada kantornya di sini.
2x saya seperti ini tiap ke kantor bpjs.
Dulu saya pernah sampai marah, akhirnya baru di temuin dengan CS. Skrang pun bgitu, karna saya gak mau ribut, saya akhirnya pergi aja."
2022-05-30 08:03:10+00:00,1531184427518156800,"Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/0j3wl3UfUk Kader PDIP Bersama Puan"
2022-05-30 08:01:56+00:00,1531184116607033345,"Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/kssloPMiMj Puan Peduli Wong Cilik"
2022-05-30 07:56:44+00:00,1531182810383364096,mantap jadwal kuliah udh keluar dan tadaaaa udah full pertemuan tatap muka dan pulang sore lagiiii~~~
2022-05-30 07:46:48+00:00,1531180310779809798,"Puan bersyukur Indonesia mulai memasuki fase endemi Covid-19. Dengan kondisi ini, anak-anak disebut bisa kembali melakukan pelajaran tatap muka (PTM) di sekolah dengan tenang. https://t.co/fMmRIcfyut Puan Peduli Wong Cilik"
2022-05-30 07:46:38+00:00,1531180266244280320,Uwaah ketemu dreamies langsung tatap muka 🥺 https://t.co/zVdPcSNkzg
2022-05-30 07:38:28+00:00,1531178213711675392,@san_ozil pembelajaran tatap muka perlu  100% vaksin
2022-05-30 07:37:50+00:00,1531178051845095426,"@eLokBgT Jangannnnn mbak elok...
Karena percakapan nya di rekam, begitu mbak elok bilang ""setuju"", maka mbak elok akan di anggap setuju ikut asuransi tsb.. lha wong yg tatap muka aja bnyak yg bermasalah, apalagi ini via telpon.. hati2 mbak elok"
2022-05-30 07:36:06+00:00,1531177616342155264,bersyukur sisa 30 hari bisa tatap muka 100% :)
2022-05-30 07:32:29+00:00,1531176708904464384,"Ohhhh dulu adaaa, tapi udah ga seatap, ga enak curhat bacot kalo daring, enaknya tatap muka 🙄"
2022-05-30 07:02:23+00:00,1531169132322111488,"Tadi persentasi tatap muka, dosennya ibu yg nyebelin ternyataaa aslinya baik parahhhhh. Luv 💕

Maap udh suudzon bu, soalnya klo online ibu ngeri ngeri sedep🙏"
2022-05-30 06:56:53+00:00,1531167749652697088,"""Terlebih dari itu, kami menantikan untuk bertemu penggemar secara tatap muka langsung di music show setelah sekian lama. Dan kami akan membuat banyak kenangan indah bersama selama kegiatan ini""

#런쥔 #RENJUN #NCT런쥔 @NCTsmtown_DREAM"
2022-05-30 06:49:33+00:00,1531165901948526593,"@brainnleess @jeongssaem ga bakal marah sih, cuma kalo masalah waifu kita perlu bertemu tatap muka 😠😠😠😠😠"
2022-05-30 06:46:33+00:00,1531165148878368768,"Tim Pembangunan Zona Integritas LPKA Jakarta juga turut mengikutinya secara virtual.

Kegiatan evaluasi secara tatap muka akan dilaksanakan mulai hari ini hingga 8 Juni 2022 mendatang. Untuk LPKA Jakarta sendiri akan dilaksanakan ada hari Jum’at, 3 Juni 2022. https://t.co/hmnWwIDzR7"
2022-05-30 06:38:15+00:00,1531163058307219456,"Senin (30/05/2022) Giat Bhabinkamtibmas Aiptu Sarifuddin Nst melaksanakan giat sambang dan tatap muka dengan warga Desa Goti Kec. Padangsidempuan Tenggara.

Aiptu Sarifuddin juga mencoba berbincang- bincang dengan warga di warung kopi Pak Mawardi Lubis. https://t.co/O8jDoY7SjE"
2022-05-30 06:34:21+00:00,1531162075925315584,Ketika w kira msh libur ternyata udh 2minggu mulai bimbingan tatap muka onlen:)
2022-05-30 06:29:45+00:00,1531160921317421056,@ut_uhuy mau tanya kalo mata kuliah yg ga ada di THE berarti tatap muka ya?
2022-05-30 06:28:38+00:00,1531160636616757249,"Kami semua sangat senang melihat Bali, berkumpul acara tatap muka hari ini dalam skala besar. Saya telah diberitahu bahwa sekitar tujuh ribu peserta telah mendaftar untuk pertemuan hari ini. 

@jokowi 
@erickthohir"
2022-05-30 06:12:57+00:00,1531156692821774337,@111416_02 Banyakan kosongnya ketimbang tatap muka wkwk
